korean,latin,transcription
킐,kyil,kʰыɾ
킑,kyilg,kʰыlg
킒,kyilm,kʰыlm
킓,kyilb,kʰыlb
킔,kyils,kʰыls
킕,kyilt,kʰыltʰ
킖,kyilp,kʰыlpʰ
킗,kyilh,kʰыlh
킘,kyim,kʰыm
킙,kyib,kʰыp
킚,kyibs,kʰыps
킛,kyis,kʰыs
킜,kyiss,kʰыs͈
킝,kying,kʰыŋ
킞,kyij,kʰыc
킟,kyich,kʰыcʰ
킠,kyik,kʰыkʰ
킡,kyit,kʰыtʰ
킢,kyip,kʰыpʰ
킣,kyih,kʰыh
키,ki,kʰ
킥,kig,kʰi
킦,kigg,kʰik͈
킧,kigs,kʰiks
킨,kin,kʰi
킩,kinj,kʰinɟ
킪,kinh,kʰinh
킫,kid,kʰi
킬,kil,kʰi
킭,kilg,kʰilg
킮,kilm,kʰilm
킯,kilb,kʰilb
킰,kils,kʰils
킱,kilt,kʰiltʰ
킲,kilp,kʰilpʰ
킳,kilh,kʰilh
킴,kim,kʰi
킵,kib,kʰi
킶,kibs,kʰips
킷,kis,kʰi
킸,kiss,kʰis͈
킹,king,kʰiŋ
킺,kij,kʰi
킻,kich,kʰicʰ
킼,kik,kʰi
킽,kit,kʰi
킾,kip,kʰi
킿,kih,kʰi
타,ta,tʰ
탁,tag,tʰa
탂,tagg,tʰak͈
탃,tags,tʰaks
탄,tan,tʰa
탅,tanj,tʰanɟ
탆,tanh,tʰanh
탇,tad,tʰa
탈,tal,tʰa
탉,talg,tʰalg
탊,talm,tʰalm
탋,talb,tʰalb
탌,tals,tʰals
탍,talt,tʰaltʰ
탎,talp,tʰalpʰ
탏,talh,tʰalh
탐,tam,tʰa
탑,tab,tʰa
탒,tabs,tʰaps
탓,tas,tʰa
탔,tass,tʰas͈
탕,tang,tʰaŋ
탖,taj,tʰa
탗,tach,tʰacʰ
탘,tak,tʰa
탙,tat,tʰa
탚,tap,tʰa
탛,tah,tʰa
태,tae,tʰɛ
택,taeg,tʰɛk
탞,taegg,tʰɛk͈
탟,taegs,tʰɛks
탠,taen,tʰɛn
탡,taenj,tʰɛnɟ
탢,taenh,tʰɛnh
탣,taed,tʰɛt
탤,tael,tʰɛɾ
탥,taelg,tʰɛlg
탦,taelm,tʰɛlm
탧,taelb,tʰɛlb
탨,taels,tʰɛls
탩,taelt,tʰɛltʰ
탪,taelp,tʰɛlpʰ
탫,taelh,tʰɛlh
탬,taem,tʰɛm
탭,taeb,tʰɛp
탮,taebs,tʰɛps
탯,taes,tʰɛs
탰,taess,tʰɛs͈
탱,taeng,tʰɛŋ
탲,taej,tʰɛc
탳,taech,tʰɛcʰ
탴,taek,tʰɛkʰ
탵,taet,tʰɛtʰ
탶,taep,tʰɛpʰ
탷,taeh,tʰɛh
탸,tya,tʰja
탹,tyag,tʰja
탺,tyagg,tʰjak͈
탻,tyags,tʰjaks
탼,tyan,tʰja
탽,tyanj,tʰjanɟ
탾,tyanh,tʰjanh
탿,tyad,tʰja
턀,tyal,tʰja
턁,tyalg,tʰjalg
턂,tyalm,tʰjalm
턃,tyalb,tʰjalb
턄,tyals,tʰjals
턅,tyalt,tʰjaltʰ
턆,tyalp,tʰjalpʰ
턇,tyalh,tʰjalh
턈,tyam,tʰja
턉,tyab,tʰja
턊,tyabs,tʰjaps
턋,tyas,tʰja
턌,tyass,tʰjas͈
턍,tyang,tʰjaŋ
턎,tyaj,tʰja
턏,tyach,tʰjacʰ
턐,tyak,tʰja
턑,tyat,tʰja
턒,tyap,tʰja
턓,tyah,tʰja
턔,tyae,tʰja
턕,tyaeg,tʰjae
턖,tyaegg,tʰjaek͈
턗,tyaegs,tʰjaeks
턘,tyaen,tʰjae
턙,tyaenj,tʰjaenɟ
턚,tyaenh,tʰjaenh
턛,tyaed,tʰjae
턜,tyael,tʰjae
턝,tyaelg,tʰjaelg
턞,tyaelm,tʰjaelm
턟,tyaelb,tʰjaelb
턠,tyaels,tʰjaels
턡,tyaelt,tʰjaeltʰ
턢,tyaelp,tʰjaelpʰ
턣,tyaelh,tʰjaelh
턤,tyaem,tʰjae
턥,tyaeb,tʰjae
턦,tyaebs,tʰjaeps
턧,tyaes,tʰjae
턨,tyaess,tʰjaes͈
턩,tyaeng,tʰjaeŋ
턪,tyaej,tʰjae
턫,tyaech,tʰjaecʰ
턬,tyaek,tʰjae
턭,tyaet,tʰjae
턮,tyaep,tʰjae
턯,tyaeh,tʰjae
터,teo,tʰe
턱,teog,tʰeo
턲,teogg,tʰeok͈
턳,teogs,tʰeoks
턴,teon,tʰeo
턵,teonj,tʰeonɟ
턶,teonh,tʰeonh
턷,teod,tʰeo
털,teol,tʰeo
턹,teolg,tʰeolg
턺,teolm,tʰeolm
턻,teolb,tʰeolb
턼,teols,tʰeols
턽,teolt,tʰeoltʰ
턾,teolp,tʰeolpʰ
턿,teolh,tʰeolh
텀,teom,tʰeo
텁,teob,tʰeo
텂,teobs,tʰeops
텃,teos,tʰeo
텄,teoss,tʰeos͈
텅,teong,tʰeoŋ
텆,teoj,tʰeo
텇,teoch,tʰeocʰ
텈,teok,tʰeo
텉,teot,tʰeo
텊,teop,tʰeo
텋,teoh,tʰeo
테,te,tʰ
텍,teg,tʰe
텎,tegg,tʰek͈
텏,tegs,tʰeks
텐,ten,tʰe
텑,tenj,tʰenɟ
텒,tenh,tʰenh
텓,ted,tʰe
텔,tel,tʰe
텕,telg,tʰelg
텖,telm,tʰelm
텗,telb,tʰelb
텘,tels,tʰels
텙,telt,tʰeltʰ
텚,telp,tʰelpʰ
텛,telh,tʰelh
템,tem,tʰe
텝,teb,tʰe
텞,tebs,tʰeps
텟,tes,tʰe
텠,tess,tʰes͈
텡,teng,tʰeŋ
텢,tej,tʰe
텣,tech,tʰecʰ
텤,tek,tʰe
텥,tet,tʰe
텦,tep,tʰe
텧,teh,tʰe
텨,tyeo,tʰje
텩,tyeog,tʰjeo
텪,tyeogg,tʰjeok͈
텫,tyeogs,tʰjeoks
텬,tyeon,tʰjeo
텭,tyeonj,tʰjeonɟ
텮,tyeonh,tʰjeonh
텯,tyeod,tʰjeo
텰,tyeol,tʰjeo
텱,tyeolg,tʰjeolg
텲,tyeolm,tʰjeolm
텳,tyeolb,tʰjeolb
텴,tyeols,tʰjeols
텵,tyeolt,tʰjeoltʰ
텶,tyeolp,tʰjeolpʰ
텷,tyeolh,tʰjeolh
텸,tyeom,tʰjeo
텹,tyeob,tʰjeo
텺,tyeobs,tʰjeops
텻,tyeos,tʰjeo
텼,tyeoss,tʰjeos͈
텽,tyeong,tʰjeoŋ
텾,tyeoj,tʰjeo
텿,tyeoch,tʰjeocʰ
톀,tyeok,tʰjeo
톁,tyeot,tʰjeo
톂,tyeop,tʰjeo
톃,tyeoh,tʰjeo
톄,tye,tʰje
톅,tyeg,tʰje
톆,tyegg,tʰjek͈
톇,tyegs,tʰjeks
톈,tyen,tʰje
톉,tyenj,tʰjenɟ
톊,tyenh,tʰjenh
톋,tyed,tʰje
톌,tyel,tʰje
톍,tyelg,tʰjelg
톎,tyelm,tʰjelm
톏,tyelb,tʰjelb
톐,tyels,tʰjels
톑,tyelt,tʰjeltʰ
톒,tyelp,tʰjelpʰ
톓,tyelh,tʰjelh
톔,tyem,tʰje
톕,tyeb,tʰje
톖,tyebs,tʰjeps
톗,tyes,tʰje
톘,tyess,tʰjes͈
톙,tyeng,tʰjeŋ
톚,tyej,tʰje
톛,tyech,tʰjecʰ
톜,tyek,tʰje
톝,tyet,tʰje
톞,tyep,tʰje
톟,tyeh,tʰje
토,to,tʰ
톡,tog,tʰo
톢,togg,tʰok͈
톣,togs,tʰoks
톤,ton,tʰo
톥,tonj,tʰonɟ
톦,tonh,tʰonh
톧,tod,tʰo
톨,tol,tʰo
톩,tolg,tʰolg
톪,tolm,tʰolm
톫,tolb,tʰolb
톬,tols,tʰols
톭,tolt,tʰoltʰ
톮,tolp,tʰolpʰ
톯,tolh,tʰolh
톰,tom,tʰo
톱,tob,tʰo
톲,tobs,tʰops
톳,tos,tʰo
톴,toss,tʰos͈
통,tong,tʰoŋ
톶,toj,tʰo
톷,toch,tʰocʰ
톸,tok,tʰo
톹,tot,tʰo
톺,top,tʰo
톻,toh,tʰo
톼,twa,tʰwa
톽,twag,tʰwa
톾,twagg,tʰwak͈
톿,twags,tʰwaks
퇀,twan,tʰwa
퇁,twanj,tʰwanɟ
퇂,twanh,tʰwanh
퇃,twad,tʰwa
퇄,twal,tʰwa
퇅,twalg,tʰwalg
퇆,twalm,tʰwalm
퇇,twalb,tʰwalb
퇈,twals,tʰwals
퇉,twalt,tʰwaltʰ
퇊,twalp,tʰwalpʰ
퇋,twalh,tʰwalh
퇌,twam,tʰwa
퇍,twab,tʰwa
퇎,twabs,tʰwaps
퇏,twas,tʰwa
퇐,twass,tʰwas͈
퇑,twang,tʰwaŋ
퇒,twaj,tʰwa
퇓,twach,tʰwacʰ
퇔,twak,tʰwa
퇕,twat,tʰwa
퇖,twap,tʰwa
퇗,twah,tʰwa
퇘,twae,tʰwa
퇙,twaeg,tʰwae
퇚,twaegg,tʰwaek͈
퇛,twaegs,tʰwaeks
퇜,twaen,tʰwae
퇝,twaenj,tʰwaenɟ
퇞,twaenh,tʰwaenh
퇟,twaed,tʰwae
퇠,twael,tʰwae
퇡,twaelg,tʰwaelg
퇢,twaelm,tʰwaelm
퇣,twaelb,tʰwaelb
퇤,twaels,tʰwaels
퇥,twaelt,tʰwaeltʰ
퇦,twaelp,tʰwaelpʰ
퇧,twaelh,tʰwaelh
퇨,twaem,tʰwae
퇩,twaeb,tʰwae
퇪,twaebs,tʰwaeps
퇫,twaes,tʰwae
퇬,twaess,tʰwaes͈
퇭,twaeng,tʰwaeŋ
퇮,twaej,tʰwae
퇯,twaech,tʰwaecʰ
퇰,twaek,tʰwae
퇱,twaet,tʰwae
퇲,twaep,tʰwae
퇳,twaeh,tʰwae
퇴,toe,tʰwe
퇵,toeg,tʰwe
퇶,toegg,tʰwek͈
퇷,toegs,tʰweks
퇸,toen,tʰwe
퇹,toenj,tʰwenɟ
퇺,toenh,tʰwenh
퇻,toed,tʰwe
퇼,toel,tʰwe
퇽,toelg,tʰwelg
퇾,toelm,tʰwelm
퇿,toelb,tʰwelb
툀,toels,tʰwels
툁,toelt,tʰweltʰ
툂,toelp,tʰwelpʰ
툃,toelh,tʰwelh
툄,toem,tʰwe
툅,toeb,tʰwe
툆,toebs,tʰweps
툇,toes,tʰwe
툈,toess,tʰwes͈
툉,toeng,tʰweŋ
툊,toej,tʰwe
툋,toech,tʰwecʰ
툌,toek,tʰwe
툍,toet,tʰwe
툎,toep,tʰwe
툏,toeh,tʰwe
툐,tyo,tʰyo
툑,tyog,tʰyo
툒,tyogg,tʰyok͈
툓,tyogs,tʰyoks
툔,tyon,tʰyo
툕,tyonj,tʰyonɟ
툖,tyonh,tʰyonh
툗,tyod,tʰyo
툘,tyol,tʰyo
툙,tyolg,tʰyolg
툚,tyolm,tʰyolm
툛,tyolb,tʰyolb
툜,tyols,tʰyols
툝,tyolt,tʰyoltʰ
툞,tyolp,tʰyolpʰ
툟,tyolh,tʰyolh
툠,tyom,tʰyo
툡,tyob,tʰyo
툢,tyobs,tʰyops
툣,tyos,tʰyo
툤,tyoss,tʰyos͈
툥,tyong,tʰyoŋ
툦,tyoj,tʰyo
툧,tyoch,tʰyocʰ
툨,tyok,tʰyo
툩,tyot,tʰyo
툪,tyop,tʰyo
툫,tyoh,tʰyo
투,tu,tʰ
툭,tug,tʰu
툮,tugg,tʰuk͈
툯,tugs,tʰuks
툰,tun,tʰu
툱,tunj,tʰunɟ
툲,tunh,tʰunh
툳,tud,tʰu
툴,tul,tʰu
툵,tulg,tʰulg
툶,tulm,tʰulm
툷,tulb,tʰulb
툸,tuls,tʰuls
툹,tult,tʰultʰ
툺,tulp,tʰulpʰ
툻,tulh,tʰulh
툼,tum,tʰu
툽,tub,tʰu
툾,tubs,tʰups
툿,tus,tʰu
퉀,tuss,tʰus͈
퉁,tung,tʰuŋ
퉂,tuj,tʰu
퉃,tuch,tʰucʰ
퉄,tuk,tʰu
퉅,tut,tʰu
퉆,tup,tʰu
퉇,tuh,tʰu
퉈,tweo,tʰwe
퉉,tweog,tʰweo
퉊,tweogg,tʰweok͈
퉋,tweogs,tʰweoks
퉌,tweon,tʰweo
퉍,tweonj,tʰweonɟ
퉎,tweonh,tʰweonh
퉏,tweod,tʰweo
퉐,tweol,tʰweo
퉑,tweolg,tʰweolg
퉒,tweolm,tʰweolm
퉓,tweolb,tʰweolb
퉔,tweols,tʰweols
퉕,tweolt,tʰweoltʰ
퉖,tweolp,tʰweolpʰ
퉗,tweolh,tʰweolh
퉘,tweom,tʰweo
퉙,tweob,tʰweo
퉚,tweobs,tʰweops
퉛,tweos,tʰweo
퉜,tweoss,tʰweos͈
퉝,tweong,tʰweoŋ
퉞,tweoj,tʰweo
퉟,tweoch,tʰweocʰ
퉠,tweok,tʰweo
퉡,tweot,tʰweo
퉢,tweop,tʰweo
퉣,tweoh,tʰweo
퉤,twe,tʰwe
퉥,tweg,tʰwe
퉦,twegg,tʰwek͈
퉧,twegs,tʰweks
퉨,twen,tʰwe
퉩,twenj,tʰwenɟ
퉪,twenh,tʰwenh
퉫,twed,tʰwe
퉬,twel,tʰwe
퉭,twelg,tʰwelg
퉮,twelm,tʰwelm
퉯,twelb,tʰwelb
퉰,twels,tʰwels
퉱,twelt,tʰweltʰ
퉲,twelp,tʰwelpʰ
퉳,twelh,tʰwelh
퉴,twem,tʰwe
퉵,tweb,tʰwe
퉶,twebs,tʰweps
퉷,twes,tʰwe
퉸,twess,tʰwes͈
퉹,tweng,tʰweŋ
퉺,twej,tʰwe
퉻,twech,tʰwecʰ
퉼,twek,tʰwe
퉽,twet,tʰwe
퉾,twep,tʰwe
퉿,tweh,tʰwe
튀,twi,tʰwi
튁,twig,tʰwi
튂,twigg,tʰwik͈
튃,twigs,tʰwiks
튄,twin,tʰwi
튅,twinj,tʰwinɟ
튆,twinh,tʰwinh
튇,twid,tʰwi
튈,twil,tʰwi
튉,twilg,tʰwilg
튊,twilm,tʰwilm
튋,twilb,tʰwilb
튌,twils,tʰwils
튍,twilt,tʰwiltʰ
튎,twilp,tʰwilpʰ
튏,twilh,tʰwilh
튐,twim,tʰwi
튑,twib,tʰwi
튒,twibs,tʰwips
튓,twis,tʰwi
튔,twiss,tʰwis͈
튕,twing,tʰwiŋ
튖,twij,tʰwi
튗,twich,tʰwicʰ
튘,twik,tʰwi
튙,twit,tʰwi
튚,twip,tʰwi
튛,twih,tʰwi
튜,tyu,tʰju
튝,tyug,tʰju
튞,tyugg,tʰjuk͈
튟,tyugs,tʰjuks
튠,tyun,tʰju
튡,tyunj,tʰjunɟ
튢,tyunh,tʰjunh
튣,tyud,tʰju
튤,tyul,tʰju
튥,tyulg,tʰjulg
튦,tyulm,tʰjulm
튧,tyulb,tʰjulb
튨,tyuls,tʰjuls
튩,tyult,tʰjultʰ
튪,tyulp,tʰjulpʰ
튫,tyulh,tʰjulh
튬,tyum,tʰju
튭,tyub,tʰju
튮,tyubs,tʰjups
튯,tyus,tʰju
튰,tyuss,tʰjus͈
튱,tyung,tʰjuŋ
튲,tyuj,tʰju
튳,tyuch,tʰjucʰ
튴,tyuk,tʰju
튵,tyut,tʰju
튶,tyup,tʰju
튷,tyuh,tʰju
트,teu,tʰɨ
특,teug,tʰɨk
튺,teugg,tʰɨk͈
튻,teugs,tʰɨks
튼,teun,tʰɨn
튽,teunj,tʰɨnɟ
튾,teunh,tʰɨnh
튿,teud,tʰɨt
틀,teul,tʰɨɾ
틁,teulg,tʰɨlg
틂,teulm,tʰɨlm
틃,teulb,tʰɨlb
틄,teuls,tʰɨls
틅,teult,tʰɨltʰ
틆,teulp,tʰɨlpʰ
틇,teulh,tʰɨlh
틈,teum,tʰɨm
틉,teub,tʰɨp
틊,teubs,tʰɨps
틋,teus,tʰɨs
틌,teuss,tʰɨs͈
틍,teung,tʰɨŋ
틎,teuj,tʰɨc
틏,teuch,tʰɨcʰ
틐,teuk,tʰɨkʰ
틑,teut,tʰɨtʰ
틒,teup,tʰɨpʰ
틓,teuh,tʰɨh
틔,tyi,tʰы
틕,tyig,tʰыk
틖,tyigg,tʰыk͈
틗,tyigs,tʰыks
틘,tyin,tʰыn
틙,tyinj,tʰыnɟ
틚,tyinh,tʰыnh
틛,tyid,tʰыt
틜,tyil,tʰыɾ
틝,tyilg,tʰыlg
틞,tyilm,tʰыlm
틟,tyilb,tʰыlb
틠,tyils,tʰыls
틡,tyilt,tʰыltʰ
틢,tyilp,tʰыlpʰ
틣,tyilh,tʰыlh
틤,tyim,tʰыm
틥,tyib,tʰыp
틦,tyibs,tʰыps
틧,tyis,tʰыs
틨,tyiss,tʰыs͈
틩,tying,tʰыŋ
틪,tyij,tʰыc
틫,tyich,tʰыcʰ
틬,tyik,tʰыkʰ
틭,tyit,tʰыtʰ
틮,tyip,tʰыpʰ
틯,tyih,tʰыh
티,ti,tʰ
틱,tig,tʰi
틲,tigg,tʰik͈
틳,tigs,tʰiks
틴,tin,tʰi
틵,tinj,tʰinɟ
틶,tinh,tʰinh
틷,tid,tʰi
틸,til,tʰi
틹,tilg,tʰilg
틺,tilm,tʰilm
틻,tilb,tʰilb
틼,tils,tʰils
틽,tilt,tʰiltʰ
틾,tilp,tʰilpʰ
틿,tilh,tʰilh
팀,tim,tʰi
팁,tib,tʰi
팂,tibs,tʰips
팃,tis,tʰi
팄,tiss,tʰis͈
팅,ting,tʰiŋ
팆,tij,tʰi
팇,tich,tʰicʰ
팈,tik,tʰi
팉,tit,tʰi
팊,tip,tʰi
팋,tih,tʰi
파,pa,pʰ
팍,pag,pʰa
팎,pagg,pʰak͈
팏,pags,pʰaks
판,pan,pʰa
팑,panj,pʰanɟ
팒,panh,pʰanh
팓,pad,pʰa
팔,pal,pʰa
팕,palg,pʰalg
팖,palm,pʰalm
팗,palb,pʰalb
팘,pals,pʰals
팙,palt,pʰaltʰ
팚,palp,pʰalpʰ
팛,palh,pʰalh
팜,pam,pʰa
팝,pab,pʰa
팞,pabs,pʰaps
팟,pas,pʰa
팠,pass,pʰas͈
팡,pang,pʰaŋ
팢,paj,pʰa
팣,pach,pʰacʰ
팤,pak,pʰa
팥,pat,pʰa
팦,pap,pʰa
팧,pah,pʰa
패,pae,pʰɛ
팩,paeg,pʰɛk
팪,paegg,pʰɛk͈
팫,paegs,pʰɛks
팬,paen,pʰɛn
팭,paenj,pʰɛnɟ
팮,paenh,pʰɛnh
팯,paed,pʰɛt
팰,pael,pʰɛɾ
팱,paelg,pʰɛlg
팲,paelm,pʰɛlm
팳,paelb,pʰɛlb
팴,paels,pʰɛls
팵,paelt,pʰɛltʰ
팶,paelp,pʰɛlpʰ
팷,paelh,pʰɛlh
팸,paem,pʰɛm
팹,paeb,pʰɛp
팺,paebs,pʰɛps
팻,paes,pʰɛs
팼,paess,pʰɛs͈
팽,paeng,pʰɛŋ
팾,paej,pʰɛc
팿,paech,pʰɛcʰ
퍀,paek,pʰɛkʰ
퍁,paet,pʰɛtʰ
퍂,paep,pʰɛpʰ
퍃,paeh,pʰɛh
퍄,pya,pʰja
퍅,pyag,pʰja
퍆,pyagg,pʰjak͈
퍇,pyags,pʰjaks
퍈,pyan,pʰja
퍉,pyanj,pʰjanɟ
퍊,pyanh,pʰjanh
퍋,pyad,pʰja
퍌,pyal,pʰja
퍍,pyalg,pʰjalg
퍎,pyalm,pʰjalm
퍏,pyalb,pʰjalb
퍐,pyals,pʰjals
퍑,pyalt,pʰjaltʰ
퍒,pyalp,pʰjalpʰ
퍓,pyalh,pʰjalh
퍔,pyam,pʰja
퍕,pyab,pʰja
퍖,pyabs,pʰjaps
퍗,pyas,pʰja
퍘,pyass,pʰjas͈
퍙,pyang,pʰjaŋ
퍚,pyaj,pʰja
퍛,pyach,pʰjacʰ
퍜,pyak,pʰja
퍝,pyat,pʰja
퍞,pyap,pʰja
퍟,pyah,pʰja
퍠,pyae,pʰja
퍡,pyaeg,pʰjae
퍢,pyaegg,pʰjaek͈
퍣,pyaegs,pʰjaeks
퍤,pyaen,pʰjae
퍥,pyaenj,pʰjaenɟ
퍦,pyaenh,pʰjaenh
퍧,pyaed,pʰjae
퍨,pyael,pʰjae
퍩,pyaelg,pʰjaelg
퍪,pyaelm,pʰjaelm
퍫,pyaelb,pʰjaelb
퍬,pyaels,pʰjaels
퍭,pyaelt,pʰjaeltʰ
퍮,pyaelp,pʰjaelpʰ
퍯,pyaelh,pʰjaelh
퍰,pyaem,pʰjae
퍱,pyaeb,pʰjae
퍲,pyaebs,pʰjaeps
퍳,pyaes,pʰjae
퍴,pyaess,pʰjaes͈
퍵,pyaeng,pʰjaeŋ
퍶,pyaej,pʰjae
퍷,pyaech,pʰjaecʰ
퍸,pyaek,pʰjae
퍹,pyaet,pʰjae
퍺,pyaep,pʰjae
퍻,pyaeh,pʰjae
퍼,peo,pʰe
퍽,peog,pʰeo
퍾,peogg,pʰeok͈
퍿,peogs,pʰeoks
펀,peon,pʰeo
펁,peonj,pʰeonɟ
펂,peonh,pʰeonh
펃,peod,pʰeo
펄,peol,pʰeo
펅,peolg,pʰeolg
펆,peolm,pʰeolm
펇,peolb,pʰeolb
펈,peols,pʰeols
펉,peolt,pʰeoltʰ
펊,peolp,pʰeolpʰ
펋,peolh,pʰeolh
펌,peom,pʰeo
펍,peob,pʰeo
펎,peobs,pʰeops
펏,peos,pʰeo
펐,peoss,pʰeos͈
펑,peong,pʰeoŋ
펒,peoj,pʰeo
펓,peoch,pʰeocʰ
펔,peok,pʰeo
펕,peot,pʰeo
펖,peop,pʰeo
펗,peoh,pʰeo
페,pe,pʰ
펙,peg,pʰe
펚,pegg,pʰek͈
펛,pegs,pʰeks
펜,pen,pʰe
펝,penj,pʰenɟ
펞,penh,pʰenh
펟,ped,pʰe
펠,pel,pʰe
펡,pelg,pʰelg
펢,pelm,pʰelm
펣,pelb,pʰelb
펤,pels,pʰels
펥,pelt,pʰeltʰ
펦,pelp,pʰelpʰ
펧,pelh,pʰelh
펨,pem,pʰe
펩,peb,pʰe
펪,pebs,pʰeps
펫,pes,pʰe
펬,pess,pʰes͈
펭,peng,pʰeŋ
펮,pej,pʰe
펯,pech,pʰecʰ
펰,pek,pʰe
펱,pet,pʰe
펲,pep,pʰe
펳,peh,pʰe
펴,pyeo,pʰje
펵,pyeog,pʰjeo
펶,pyeogg,pʰjeok͈
펷,pyeogs,pʰjeoks
편,pyeon,pʰjeo
펹,pyeonj,pʰjeonɟ
펺,pyeonh,pʰjeonh
펻,pyeod,pʰjeo
펼,pyeol,pʰjeo
펽,pyeolg,pʰjeolg
펾,pyeolm,pʰjeolm
펿,pyeolb,pʰjeolb
폀,pyeols,pʰjeols
폁,pyeolt,pʰjeoltʰ
폂,pyeolp,pʰjeolpʰ
폃,pyeolh,pʰjeolh
폄,pyeom,pʰjeo
폅,pyeob,pʰjeo
폆,pyeobs,pʰjeops
폇,pyeos,pʰjeo
폈,pyeoss,pʰjeos͈
평,pyeong,pʰjeoŋ
폊,pyeoj,pʰjeo
폋,pyeoch,pʰjeocʰ
폌,pyeok,pʰjeo
폍,pyeot,pʰjeo
폎,pyeop,pʰjeo
폏,pyeoh,pʰjeo
폐,pye,pʰje
폑,pyeg,pʰje
폒,pyegg,pʰjek͈
폓,pyegs,pʰjeks
폔,pyen,pʰje
폕,pyenj,pʰjenɟ
폖,pyenh,pʰjenh
폗,pyed,pʰje
폘,pyel,pʰje
폙,pyelg,pʰjelg
폚,pyelm,pʰjelm
폛,pyelb,pʰjelb
폜,pyels,pʰjels
폝,pyelt,pʰjeltʰ
폞,pyelp,pʰjelpʰ
폟,pyelh,pʰjelh
폠,pyem,pʰje
폡,pyeb,pʰje
폢,pyebs,pʰjeps
폣,pyes,pʰje
폤,pyess,pʰjes͈
폥,pyeng,pʰjeŋ
폦,pyej,pʰje
폧,pyech,pʰjecʰ
폨,pyek,pʰje
폩,pyet,pʰje
폪,pyep,pʰje
폫,pyeh,pʰje
포,po,pʰ
폭,pog,pʰo
폮,pogg,pʰok͈
폯,pogs,pʰoks
폰,pon,pʰo
폱,ponj,pʰonɟ
폲,ponh,pʰonh
폳,pod,pʰo
폴,pol,pʰo
폵,polg,pʰolg
폶,polm,pʰolm
폷,polb,pʰolb
폸,pols,pʰols
폹,polt,pʰoltʰ
폺,polp,pʰolpʰ
폻,polh,pʰolh
폼,pom,pʰo
폽,pob,pʰo
폾,pobs,pʰops
폿,pos,pʰo
퐀,poss,pʰos͈
퐁,pong,pʰoŋ
퐂,poj,pʰo
퐃,poch,pʰocʰ
퐄,pok,pʰo
퐅,pot,pʰo
퐆,pop,pʰo
퐇,poh,pʰo
퐈,pwa,pʰwa
퐉,pwag,pʰwa
퐊,pwagg,pʰwak͈
퐋,pwags,pʰwaks
퐌,pwan,pʰwa
퐍,pwanj,pʰwanɟ
퐎,pwanh,pʰwanh
퐏,pwad,pʰwa
퐐,pwal,pʰwa
퐑,pwalg,pʰwalg
퐒,pwalm,pʰwalm
퐓,pwalb,pʰwalb
퐔,pwals,pʰwals
퐕,pwalt,pʰwaltʰ
퐖,pwalp,pʰwalpʰ
퐗,pwalh,pʰwalh
퐘,pwam,pʰwa
퐙,pwab,pʰwa
퐚,pwabs,pʰwaps
퐛,pwas,pʰwa
퐜,pwass,pʰwas͈
퐝,pwang,pʰwaŋ
퐞,pwaj,pʰwa
퐟,pwach,pʰwacʰ
퐠,pwak,pʰwa
퐡,pwat,pʰwa
퐢,pwap,pʰwa
퐣,pwah,pʰwa
퐤,pwae,pʰwa
퐥,pwaeg,pʰwae
퐦,pwaegg,pʰwaek͈
퐧,pwaegs,pʰwaeks
퐨,pwaen,pʰwae
퐩,pwaenj,pʰwaenɟ
퐪,pwaenh,pʰwaenh
퐫,pwaed,pʰwae
퐬,pwael,pʰwae
퐭,pwaelg,pʰwaelg
퐮,pwaelm,pʰwaelm
퐯,pwaelb,pʰwaelb
퐰,pwaels,pʰwaels
퐱,pwaelt,pʰwaeltʰ
퐲,pwaelp,pʰwaelpʰ
퐳,pwaelh,pʰwaelh
퐴,pwaem,pʰwae
퐵,pwaeb,pʰwae
퐶,pwaebs,pʰwaeps
퐷,pwaes,pʰwae
퐸,pwaess,pʰwaes͈
퐹,pwaeng,pʰwaeŋ
퐺,pwaej,pʰwae
퐻,pwaech,pʰwaecʰ
퐼,pwaek,pʰwae
퐽,pwaet,pʰwae
퐾,pwaep,pʰwae
퐿,pwaeh,pʰwae
푀,poe,pʰwe
푁,poeg,pʰwe
푂,poegg,pʰwek͈
푃,poegs,pʰweks
푄,poen,pʰwe
푅,poenj,pʰwenɟ
푆,poenh,pʰwenh
푇,poed,pʰwe
푈,poel,pʰwe
푉,poelg,pʰwelg
푊,poelm,pʰwelm
푋,poelb,pʰwelb
푌,poels,pʰwels
푍,poelt,pʰweltʰ
푎,poelp,pʰwelpʰ
푏,poelh,pʰwelh
푐,poem,pʰwe
푑,poeb,pʰwe
푒,poebs,pʰweps
푓,poes,pʰwe
푔,poess,pʰwes͈
푕,poeng,pʰweŋ
푖,poej,pʰwe
푗,poech,pʰwecʰ
푘,poek,pʰwe
푙,poet,pʰwe
푚,poep,pʰwe
푛,poeh,pʰwe
표,pyo,pʰyo
푝,pyog,pʰyo
푞,pyogg,pʰyok͈
푟,pyogs,pʰyoks
푠,pyon,pʰyo
푡,pyonj,pʰyonɟ
푢,pyonh,pʰyonh
푣,pyod,pʰyo
푤,pyol,pʰyo
푥,pyolg,pʰyolg
푦,pyolm,pʰyolm
푧,pyolb,pʰyolb
푨,pyols,pʰyols
푩,pyolt,pʰyoltʰ
푪,pyolp,pʰyolpʰ
